UOID,Parent,Label,Impact Area,Genome,Outcome,Benchmark CPO,Benchmark Efficacy,Benchmark Evidence,Outcomes Produced,Outcomes Adjusted
14400,Z05.03.03,Per Scholas,,,,"$4,690",,,215,0.0041667
14401,Z05.03.03,"Associated Catholic Charities, Inc.",,,,"$6,317",,,52,0.0041667
14402,Z05.03.03,"Associated Catholic Charities, Inc.",,,,"$13,538",,,67,0.0041667
14403,Z08.01.01,Vanier Community Service Centre,,,,"$4,527",,,50,0.0057471
14404,Z08.01.01,"Partners for Breast Cancer Care, Inc.",,,,$234,,,363,0.0057471
14405,Z08.01.02,Centre for Effective Practice,,,,"$1,647",,,175,0.0057471
14406,Z08.01.02,Naples Lions Club Foundation,,,,$0,,,12738,0.0057471
14407,Z06.05.04,Pathways Skill Development and Placement Centre,,,,"$79,728",,,8,0.0027701
14408,Z06.05.04,Chicago Architecture Foundation,,,,"$2,476",,,30,0.0027701
14409,Z06.05.04,YouthBuild USA,,,,"$5,385",,,33,0.0027701
14410,Z06.05.04,Roadtrip Nation,,,,$7,,,306030,0.0027701
14411,Z05.03.05,Coro New York Leadership Center,,,,"$2,900",,,100,0.0041667
14412,Z05.03.05,Free Spirit Media,,,,"$4,324",,,61,0.0041667
14413,Z12.01.01,Sweetwater County School District #1,,,,"$2,894",,,49,0.0053476
14414,Z06.05.02,OneGoal,,,,"$1,218",,,7220,0.0027701
14415,Z06.05.02,"Champions For Learning (The Education Foundation of Collier County, Inc.)",,,,"$1,704",,,754,0.0027701
14416,Z06.05.02,New Horizons of SW FL,,,,"$4,000",,,20,0.0027701
14417,Z10.02.01,south florida national parks trust,,,,$97,,,2673,0.0270270
14418,Z04.02.03,HOLOCAUST MUSEUM & EDUCATION CENTER OF SWFL,,,,$83,,,7229,0.0133333
14419,Z03.04.01,Residential Options of Florida (ROOF),,,,"$139,535",,,4,0.0037736
14420,Z03.04.01,"Habitat for Humanity of Jacksonville, Inc.",,,,"$50,000",,,3,0.0037736
14421,Z06.02.02,BSMART Development Foundation,,,,$159,,,312,0.0027701
14424,Z03.03.03,Harry Chapin Food Bank of Southwest Florida,,,,$4,,,150000,0.0037736
14425,Z01.01.01,The Old Vic Theatre,,,,$32,,,283,0.0070922
14426,Z01.01.01,San Francisco Museum of Modern Art,,,,$59,,,1188000,0.0070922
14427,Z01.01.01,The Museum of Modern Art,,,,$0,,,150000,0.0070922
14428,Z01.01.01,DC Film Alliance,,,,$7,,,11000,0.0070922
14429,Z01.01.01,Classic Chamber Concerts,,,,$76,,,262,0.0070922
14430,Z01.01.01,Gulfshore Playhouse,,,,$10,,,3000,0.0070922
14432,Z03.03.02,YWCA Peterborough Haliburton,,,,$926,,,540,0.0037736
14433,Z03.03.02,Kawartha Pine Ridge District School Board,,,,"$7,589",,,19,0.0037736
14434,Z08.04.01,Artemis Center,,,,$14,,,1806,0.0057471
14435,Z12.01.02,Junior Achievement of Arizona,,,,$51,,,27268,0.0053476
14436,Z05.03.01,The Guelph Community Health Centre,,,,"$4,133",,,15,0.0041667
14437,Z01.01.02,Whitney Museum of American Art,,,,$107,,,550000,0.0070922
14438,Z01.01.02,Staten Island Children's Museum,,,,$16,,,107800,0.0070922
14439,Z01.01.02,The Children's Museum of Manhattan,,,,$0,,,50000,0.0070922
14441,Z01.01.02,Sing for Hope Inc,,,,$32,,,12500,0.0070922
14442,Z01.01.02,Chicago Symphony Orchestra,,,,$25,,,200000,0.0070922
14444,Z06.04.01,Girls Who Code,,,,"$4,310",,,17,0.0027701
14445,Z08.01.01,Region of Waterloo,,,,"$1,278",,,400,0.0057471
14446,Z10.01.02,Conservancy of Southwest Florida,,,,$5,,,6807,0.0270270
14447,Z06.05.03,EALgreen,,,,"$1,045",,,574,0.0027701
14448,Z08.04.01,Wellspring (inc. as Domestic Violence and Rape Crisis Services of Saratoga County),,,,$259,,,4057,0.0057471
14450,Z03.04.03,Unity Project for Relief of Homelessness in London,,,,"$1,293",,,209,0.0037736
14451,Z03.04.03,"Housing Development Corporation of SW Florida, Inc., d/b/a HELP",,,,$660,,,326,0.0037736
14452,Z08.06.03,Good Shepherd Refuge Social Ministries,,,,"$8,989",,,33,0.0057471
14453,Z08.06.03,St. Matthew's House,,,,"$22,208",,,146,0.0057471
14455,Z08.07.02,Durham District School Board,,,,"$3,262",,,168,0.0057471
14456,Z03.05.03,Brampton Caledon Community Living,,,,$0,,,19,0.0037736
14457,Z03.05.03,Good Shepherd Centre Hamilton,,,,"$1,787",,,174,0.0037736
14460,Z06.02.03,Breakthrough Urban Ministries,,,,"$10,526",,,57,0.0027701
14461,Z06.02.03,BSMART Development Foundation,,,,"$5,733",,,11,0.0027701
14462,Z06.02.03,Naples Music Club/Music Foundation of Greater Naples,,,,$247,,,320,0.0027701
14463,Z06.02.03,Friends of Foster Children Forever,,,,$728,,,172,0.0027701
14464,Z06.02.03,FUN TIME EARLY CHILDHOOD ACADEMY,,,,"$16,348",,,95,0.0027701
14465,Z06.02.03,Pathways Early Education Center of Immokalee,,,,"$17,564",,,85,0.0027701
14466,Z06.02.03,"Grace Place for Children and Families, Inc.",,,,"$5,246",,,139,0.0027701
14467,Z06.02.03,"Florida Gulf Coast University Foundation, Inc.",,,,$12,,,1800,0.0027701
14468,Z12.01.04,Naples Concert Band,,,,$15,,,5000,0.0053476
14469,Z12.01.04,Gulfshore Opera,,,,$9,,,3825,0.0053476
14470,Z06.02.01,Literacy Volunteers of Collier County,,,,$784,,,128,0.0027701
14471,Z08.02.01,"Holly's House, Inc.",,,,$158,,,730,0.0057471
14472,Z06.05.04,Junior Achievement of Central Indiana,,,,$127,,,15500,0.0027701
14473,Z06.05.04,BestPrep,,,,$176,,,3524,0.0027701
14474,Z12.01.01,Maryland Public Secondary School Athletic Association,,,,$204,,,420,0.0053476
14475,Z06.05.03,ONE MILLION DEGREES,,,,"$7,829",,,62,0.0027701
14476,Z06.05.03,LINK Unlimited Scholars,,,,"$3,368",,,500,0.0027701
14477,Z01.01.01,Lookingglass Theatre Company,,,,$584,,,843,0.0070922
14478,Z08.04.02,Utah Domestic Violence Advisory Council,,,,"$10,000",,,5,0.0057471
14479,Z08.04.02,"La Casa, Inc.",,,,"$3,056",,,673,0.0057471
14480,Z08.02.02,Adler University,,,,"$30,387",,,34,0.0057471
14481,Z08.04.03,YWCA Oklahoma City,,,,$969,,,3921,0.0057471
14482,Z12.01.03,Southeastern Chapter - National Safety Council,,,,$50,,,16967,0.0053476
14483,Z12.01.03,UMass Memorial Healthcare,,,,$161,,,404,0.0053476
14484,Z12.01.03,"Facets Multi-Media, Inc",,,,$32,,,6188,0.0053476
14485,Z12.01.04,East Bay Asian Youth Center,,,,"$1,176",,,112,0.0053476
14486,Z12.01.04,Chicago Humanities Festival,,,,$79,,,276,0.0053476
14487,Z12.01.04,Boys and Girls Club of the Pikes Peak Region,,,,"$1,982",,,51,0.0053476
14488,Z12.01.04,White Plains Library Foundation,,,,$11,,,2250,0.0053476
14489,Z05.02.03,Young Women's Christian Association of Oahu,,,,"$3,367",,,18,0.0041667
14490,Z01.02.01,The Woodruff Arts Center,,,,"$3,352",,,25,0.0070922
14491,Z01.02.01,League of Chicago Theatres,,,,$34,,,1500,0.0070922
14492,Z01.02.01,"Hubbard Street Dance Chicago, Inc",,,,$251,,,3036,0.0070922
14493,Z01.02.01,Chicago Children's Choir,,,,$34,,,7040,0.0070922
14494,Z01.02.01,Hyde Park Art Center,,,,"$1,782",,,98,0.0070922
14495,Z08.04.05,Maine Coalition to End Domestic Violence,,,,$631,,,79,0.0057471
14496,Z08.04.05,"Domestic Abuser Project of Delaware County, Inc.",,,,$7,,,3496,0.0057471
14497,Z08.04.05,Houston Area Women's Center,,,,$132,,,56700,0.0057471
14498,Z08.04.05,Fresh Start Women's Foundation,,,,$831,,,288,0.0057471
14499,Z08.04.05,"Susan B. Anthony Project, Inc.",,,,$29,,,2145,0.0057471
14500,Z08.04.05,projectHandUp/The Gatehouse,,,,"$2,619",,,90,0.0057471
14501,Z08.04.05,Florida Coalition Against Domestic Violence,,,,$24,,,3922,0.0057471
14502,Z08.04.05,Pennsylvania Coalition Against Domestic Violence,,,,$369,,,452,0.0057471
14503,Z08.04.05,Ohio Domestic Violence Network,,,,"$5,500",,,10,0.0057471
14504,Z08.04.05,: Delaware Coalition Against Domestic Violence,,,,$278,,,180,0.0057471
14505,Z08.04.05,Texas Council on Family Violence,,,,"$1,852",,,27,0.0057471
14506,Z08.04.05,Louisiana Coalition Against Domestic Violence,,,,$225,,,222,0.0057471
14507,Z08.04.05,Safe+Sound Somerset,,,,"$1,159",,,189,0.0057471
14508,Z08.04.05,The Family Place,,,,"$2,744",,,94,0.0057471
14509,Z08.04.05,YWCA Evanston/North Shore,,,,"$2,332",,,700,0.0057471
14510,Z08.04.05,Oklahoma Coalition Against Domestic Violence and Sexual Assault,,,,"$5,391",,,62,0.0057471
14511,Z08.04.05,Between Friends,,,,$578,,,2769,0.0057471
14512,Z08.04.05,Partners for Women and Justice,,,,"$3,014",,,400,0.0057471
14513,Z08.04.05,"WINGS Program, Inc.",,,,"$5,118",,,469,0.0057471
14514,Z03.02.06,"Special Olympics Pennsylvania, Inc.",,,,$100,,,805,0.0037736
14517,Z05.03.01,JA Asia Pacific Limited,,,,$402,,,280,0.0041667
14518,Z05.03.01,Working in Support of Education (W!se),,,,$492,,,449,0.0041667
14519,Z06.04.02,Girls Inc. of New York City,,,,"$1,220",,,123,0.0027701
14520,Z05.03.01,The Posse Foundation,,,,"$4,533",,,660,0.0041667
14521,Z05.03.01,Columbia University School of General Studies,,,,"$10,000",,,5,0.0041667
14523,Z05.03.01,Prep for Prep,,,,"$2,035",,,314,0.0041667
14524,Z05.03.01,"Creating an Environment of Success, Inc",,,,"$5,000",,,300,0.0041667
14526,Z05.03.01,Junior Achievement Lithuania,,,,$4,,,4406,0.0041667
14527,Z06.04.02,Girls Who Code,,,,"$6,496",,,1053,0.0027701
14528,Z05.03.01,NAF,,,,$182,,,14276,0.0041667
14529,Z06.04.02,Liberty LEADS at Bank Street College,,,,"$13,171",,,85,0.0027701
14534,Z05.02.03,WEConnect International,,,,"$3,133",,,75,0.0041667
14536,Z05.03.01,CareerTrackers Indigenous Internship Program,,,,$724,,,73,0.0041667
14537,Z09.02.01,KELY Support Group,,,,"$2,632",,,19,0.0400000
14538,Z06.04.02,Girls Inc.,,,,"$3,704",,,135,0.0027701
14539,Z05.03.01,Network for Teaching Entrepreneurship,,,,$205,,,2536,0.0041667
14540,Z05.03.01,Network for Teaching Entrepreneurship,,,,$550,,,868,0.0041667
14541,Z03.02.02,NextStep Orlando,,,,"$4,795",,,73,0.0037736
14542,Z03.05.02,Siena Francis House,,,,$726,,,2719,0.0037736
14543,Z03.02.01,"League for the Blind and Disabled, Inc.",,,,"$1,728",,,497,0.0037736
14544,Z03.03.01,Food Bank for the Heartland,,,,$63,,,26000,0.0037736
14545,Z08.02.02,The Devereux Foundation,,,,"$1,375",,,20,0.0057471
14546,Z01.02.01,Hyde Park Art Center,,,,"$1,520",,,162,0.0070922
14547,Z06.05.03,Campus Compact for New Hampshire,,,,$393,,,450,0.0027701
14548,Z12.01.04,Bellevue West Little League,,,,$240,,,500,0.0053476
14549,Z05.02.03,Nussbaum Center for Entrepreneurship,,,,$30,,,500,0.0041667
14550,Z08.03.04,Friends of Hope Academy,,,,$800,,,75,0.0057471
14551,Z12.01.01,Claretian Associate,,,,"$2,000",,,30,0.0053476
14552,Z01.02.01,Chicago Jazz Philharmonic,,,,$268,,,1100,0.0070922
14553,Z05.04.03,Bon Secours of Maryland Foundation DBA Bon Secours Community Works,,,,$691,,,644,0.0041667
14554,Z05.04.02,Junior Achievement of Washington,,,,$28,,,111188,0.0041667
14555,Z05.04.03,FreeFrom,,,,"$42,694",,,20,0.0041667
14556,Z09.02.01,Enoch Pratt Free Library,,,,"$9,038",,,5534,0.0400000
14559,Z08.04.02,the National Domestic Violence Hotline,,,,$66,,,221057,0.0057471
